zip,year,fire_occurred,avg_tmax_c,avg_tmin_c,tot_prcp_mm,prev_year_fire,prev_year_acres,rolling_3yr_fire_count
90014,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90015,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90015,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90016,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90016,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90016,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90016,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90017,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90018,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90020,2020,0,25.716350574712646,12.86877889012483,236.8,0,0.0,0.0
90021,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90022,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90022,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90025,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90025,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90026,2018,0,25.158717357910906,13.129991679467485,260.3,0,0.0,0.0
90026,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90027,2020,0,25.716350574712646,12.86877889012483,236.8,0,0.0,0.0
90027,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90028,2018,0,25.158717357910906,13.129991679467485,260.3,0,0.0,0.0
90028,2021,0,25.105439068100356,12.805476190476192,298.0,0,0.0,0.0
90028,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90029,2019,0,23.813006272401434,12.285006400409626,538.0,0,0.0,0.0
90031,2019,0,23.813006272401434,12.285006400409626,538.0,0,0.0,0.0
90032,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90033,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90034,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90034,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90034,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90034,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90036,2019,0,23.813006272401434,12.285006400409626,538.0,0,0.0,0.0
90038,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90039,2018,0,25.158717357910906,13.129991679467485,260.3,0,0.0,0.0
90039,2019,0,23.813006272401434,12.285006400409626,538.0,0,0.0,0.0
90039,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90041,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90043,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90044,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90045,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90045,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90046,2019,1,23.60115835777126,11.986673648931713,536.5,0,0.0,0.0
90046,2020,0,25.716350574712646,12.86877889012483,236.8,1,1.006725,1.0
90046,2021,0,25.105439068100356,12.805476190476192,298.0,0,0.0,1.0
90046,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90047,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90048,2021,0,25.105439068100356,12.805476190476192,298.0,0,0.0,0.0
90048,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90049,2019,1,21.083750174556624,13.816462086300795,475.7,0,0.0,0.0
90050,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90050,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90051,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90051,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90051,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90052,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90053,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90053,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90054,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90054,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90055,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90057,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90057,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90058,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90059,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90060,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90061,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90062,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90062,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90062,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90063,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90064,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90064,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90064,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90066,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90066,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90066,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90066,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90068,2019,1,23.820855327468227,12.544855467113534,491.0,0,0.0,0.0
90068,2020,0,25.716350574712646,12.86877889012483,236.8,1,72.63429,1.0
90069,2018,0,25.158717357910906,13.129991679467485,260.3,0,0.0,0.0
90069,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90069,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90070,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90070,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90072,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90073,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90074,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90074,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90075,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90075,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90076,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90077,2018,0,25.158717357910906,13.129991679467485,260.3,0,0.0,0.0
90077,2019,0,23.813006272401434,12.285006400409626,538.0,0,0.0,0.0
90077,2020,0,25.716350574712646,12.86877889012483,236.8,0,0.0,0.0
90077,2022,0,25.13207821300563,12.83712754030051,279.15,0,0.0,0.0
90078,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90078,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90079,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90079,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90081,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90083,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90083,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90084,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90087,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90088,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90088,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90089,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90089,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90089,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90091,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90091,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90093,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90094,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90094,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90095,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90095,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90099,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90134,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90134,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90189,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90189,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90202,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90202,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90209,2019,0,23.813006272401434,12.285006400409626,538.0,0,0.0,0.0
90209,2021,0,25.105439068100356,12.805476190476192,298.0,0,0.0,0.0
90211,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90213,2021,0,25.105439068100356,12.805476190476192,298.0,0,0.0,0.0
90220,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90221,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90221,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90222,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90222,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90224,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90230,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90231,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90232,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90239,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90240,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90240,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90241,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90242,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90245,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90245,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90247,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90247,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90248,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90248,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90249,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90249,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90249,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90249,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90250,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90250,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90251,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90251,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90255,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90255,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90255,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90261,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90264,2022,0,20.68896587849862,10.68381102633763,194.85,0,0.0,0.0
90264,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90265,2018,1,22.465328554360813,15.283393070489845,145.4,0,0.0,0.0
90265,2019,1,21.281990643764836,13.580391705069125,475.7,1,3.83951289,1.0
90265,2020,1,21.526266633708232,13.072817945865777,229.6,1,17.72473,2.0
90265,2021,1,20.98516129032258,13.606845878136202,255.2,1,13.188672,3.0
90270,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90270,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90272,2019,1,20.730834869431643,13.385850230414746,475.7,0,0.0,0.0
90272,2020,0,22.29854406130268,14.032893029291806,229.6,1,46.91110200000001,1.0
90272,2021,1,20.98800586510264,13.163026811897781,307.3,0,0.0,1.0
90272,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,1.0
90274,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90275,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90277,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90277,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90278,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90290,2018,1,25.05144532886468,13.018935204580366,252.4,0,0.0,0.0
90290,2019,1,23.820855327468227,12.544855467113534,491.0,1,1.347234,1.0
90290,2020,0,25.716350574712646,12.86877889012483,236.8,1,3.962995,2.0
90290,2021,1,24.481886608015643,12.23969836614998,297.2,0,0.0,2.0
90291,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90292,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90293,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90294,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90294,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90296,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90302,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90302,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90302,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90303,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90303,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90304,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90304,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90305,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90306,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90307,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90307,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90307,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90308,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90309,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90310,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90311,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90312,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90402,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90402,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90402,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90403,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90403,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90404,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90406,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90407,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90408,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90409,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90409,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90410,2021,0,20.878252688172044,13.234925115207373,307.3,0,0.0,0.0
90411,2019,0,21.559566692268305,13.958907450076806,475.7,0,0.0,0.0
90411,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90502,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90502,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90503,2018,0,22.31929211469534,14.603904249871993,198.1,0,0.0,0.0
90503,2022,0,21.92905537678549,13.995900239684307,268.45,0,0.0,0.0
90504,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90505,2020,0,22.29854406130268,14.032893029291806,229.6,0,0.0,0.0
90506,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90506,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90507,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90509,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90510,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90510,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90510,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90510,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90601,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90601,2020,1,23.867290929315402,13.25484882192335,210.2,0,0.0,0.0
90601,2022,1,23.662210812839987,13.50589759324534,221.1,0,0.0,1.0
90602,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90602,2021,1,23.227288786482333,13.259702555509007,231.4,0,0.0,0.0
90603,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90604,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90605,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90606,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90607,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90607,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90610,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90610,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90621,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90622,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90623,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90630,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90630,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90631,2020,1,23.867290929315402,13.25484882192335,210.2,0,0.0,0.0
90631,2021,0,23.144181387608807,13.208616231438812,232.0,1,6.245241,1.0
90631,2022,0,23.662210812839987,13.50589759324534,221.1,0,0.0,1.0
90632,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90632,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90637,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90637,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90637,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90638,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90639,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90639,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90640,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90640,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90650,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90650,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90652,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90652,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90661,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90661,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90662,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90670,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90680,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90701,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90701,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90702,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90702,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90703,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90704,2020,1,21.83275895776452,14.072412781878855,165.0,0,0.0,0.0
90704,2021,1,20.362198715263233,12.62589372992599,203.5,1,1.529065,1.0
90706,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90707,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90710,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90711,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90711,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90712,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90712,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90713,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90713,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90716,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90716,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90716,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90717,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90717,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90720,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90721,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90723,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90723,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90723,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90723,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90732,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90732,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90734,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90734,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90734,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90740,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90740,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90742,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90743,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90743,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90743,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90744,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90744,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90745,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90746,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90746,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90746,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90749,2021,0,23.144181387608807,13.208616231438812,232.0,0,0.0,0.0
90749,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90755,2018,0,24.520079365079365,14.519366359447005,179.60000000000002,0,0.0,0.0
90755,2019,0,23.45713069636457,13.756946364567332,546.8,0,0.0,0.0
90755,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90802,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
90803,2022,0,23.720240357451843,13.65639000344298,221.1,0,0.0,0.0
90804,2020,0,23.983350018539117,13.555833642318627,210.2,0,0.0,0.0
90804,2023,0,23.938874807987713,10.71505568356375,241.84999999999997,0,0.0,0.0
