zip,total_fire_count,total_acres,fire_year_count,avg_tmax_c,avg_tmin_c,avg_prcp_mm,target_2023
90045,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90046,1.0,1.006725,1,24.704108033296574,12.301195218512794,313.68,0
90047,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90048,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90049,1.0,552.6332,1,22.10374276934288,13.280648032847143,289.5,0
90050,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90051,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90052,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90053,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90054,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90055,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90056,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90057,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90058,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90059,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90060,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90061,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90062,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90063,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90064,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90065,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90066,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90067,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90068,1.0,72.63429,1,24.748047427235967,12.412831582149158,304.58000000000004,0
90069,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90070,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90071,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90072,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90073,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90074,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90075,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90076,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90077,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90078,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90079,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90080,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90081,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90082,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90083,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90084,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90086,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90087,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90088,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90089,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90090,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90091,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90093,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90094,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90095,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90096,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90099,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90134,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90189,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90201,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90202,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90209,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90210,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90211,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90212,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90213,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
90220,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90221,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90222,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90223,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90224,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90230,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90231,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90232,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90233,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90239,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90240,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90241,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90242,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90245,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90247,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90248,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90249,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90250,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90251,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90254,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90255,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90260,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90261,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90262,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90263,0.0,0.0,0,21.374952596777444,10.708435634646499,231.95999999999998,0
90264,0.0,0.0,0,21.374952596777444,10.708435634646499,231.95999999999998,0
90265,12.0,51.39152689000001,4,22.039524386028837,13.25170085662494,268.54,1
90266,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90267,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90270,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90272,3.0,1249.559102,2,22.055110343704005,13.180146001008016,289.5,0
90274,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90275,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90277,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90278,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90280,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90290,3.0,12.232232,3,24.60188252940978,12.277464722306492,302.84000000000003,0
90291,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90292,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90293,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90294,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90295,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90296,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90301,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90302,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90303,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90304,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90305,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90306,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90307,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90308,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90309,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90310,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90311,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90312,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90401,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90402,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90403,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90404,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90405,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90406,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90407,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90408,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90409,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90410,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90411,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90501,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90502,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90503,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90504,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90505,0.0,0.0,0,22.198906072885215,13.309137105602346,289.5,0
90506,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90507,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90508,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90509,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90510,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90601,2.0,7.221101,2,23.785511437271172,13.09096669218805,281.08000000000004,0
90602,1.0,1.467101,1,23.82534473489062,13.161380921081143,280.96,0
90603,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90604,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90605,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90606,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90607,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90608,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90609,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90610,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90620,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90621,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90622,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90623,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90624,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90630,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90631,1.0,6.245241,1,23.785511437271172,13.09096669218805,281.08000000000004,0
90632,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90633,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90637,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90638,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90639,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90640,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90650,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90651,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90652,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90660,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90661,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90662,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90670,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90671,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90680,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90701,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90702,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90703,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90704,2.0,18.590294999999998,2,21.37322817761277,12.63902928177372,259.41999999999996,0
90706,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90707,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90710,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90711,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90712,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90713,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90714,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90715,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90716,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90717,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90720,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90721,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90723,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90731,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90732,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90733,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90734,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90740,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90742,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90743,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90744,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90745,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90746,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90747,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90748,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90749,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90755,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90801,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90802,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90803,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90804,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90805,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90806,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90807,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90808,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90809,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90810,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90813,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90814,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90815,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90822,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90831,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90832,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90833,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90834,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90835,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90840,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90842,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90844,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90846,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90847,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90848,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90853,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90895,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
90899,0.0,0.0,0,23.808723255115915,13.151163656267105,281.08000000000004,0
91001,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91003,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91006,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91007,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91008,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91009,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91010,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91011,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91012,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91016,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91017,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91020,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91021,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91023,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91024,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91025,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91030,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91031,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91040,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91041,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91042,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91043,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91046,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91066,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91077,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91101,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91102,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91103,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91104,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91105,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91106,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91107,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91108,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91109,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91110,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91114,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91115,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91116,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91117,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91118,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91121,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91123,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91124,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91125,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91126,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91129,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91182,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91184,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91185,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91188,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91189,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91199,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91201,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91202,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91203,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91204,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91205,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91206,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91207,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91208,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91209,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91210,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91214,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91221,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91222,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91224,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91225,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91226,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91301,5.0,89662.13075210001,3,21.239463311732663,10.488098032961192,227.82,0
91302,5.0,34.1198636,4,24.670488590015843,12.34247938506309,312.34000000000003,0
91303,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91304,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91305,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91306,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91307,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91308,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91309,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91310,0.0,0.0,0,21.267637623030094,10.547955567424514,297.1,0
91311,4.0,32.843645,3,24.341268121947266,11.993938379825588,313.82,0
91313,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91316,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91319,0.0,0.0,0,21.374952596777444,10.708435634646499,231.95999999999998,0
91320,5.0,94.45596359999999,3,21.2675568639636,10.662595893659386,227.82,0
91321,4.0,354.29649093,3,24.477282896420103,12.135991000502402,308.54,1
91322,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91324,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91325,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91326,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91327,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91328,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91329,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91330,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91331,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91333,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91334,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91335,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91337,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91340,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91341,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91342,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91343,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91344,1.0,8799.325,1,24.665541073374776,12.347803234153067,313.98,0
91345,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91346,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91350,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91351,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91352,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91353,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91354,0.0,0.0,0,24.746477616222613,12.360861768808377,313.98,0
91355,2.0,15.375003,2,24.8630106656105,12.432528842773838,313.32,0
