zip,alarm_year,fire_count,total_acres,fire_occurred,avg_tmax_c,avg_tmin_c,tot_prcp_mm
90010,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90010,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90011,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90011,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90011,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90011,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90011,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90011,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90012,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90012,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90012,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90012,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90012,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90012,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90013,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90013,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90013,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90013,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90013,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90013,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90014,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90014,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90014,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90014,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90014,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90014,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90015,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90015,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90015,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90015,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90015,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90015,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90016,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90016,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90016,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90016,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90016,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90016,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90017,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90017,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90017,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90017,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90017,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90017,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90018,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90018,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90018,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90018,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90018,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90018,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90019,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90019,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90019,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90019,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90019,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90019,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90020,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90020,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90020,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90020,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90020,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90020,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90021,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90021,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90021,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90021,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90021,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90021,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90022,2018,0.0,0.0,0,24.520079365079365,14.519366359447005,179.60000000000002
90022,2019,0.0,0.0,0,23.45713069636457,13.756946364567332,546.8
90022,2020,0.0,0.0,0,23.983350018539117,13.555833642318627,210.2
90022,2021,0.0,0.0,0,23.144181387608807,13.208616231438812,232.0
90022,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90022,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90023,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90023,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90023,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90023,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90023,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90023,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90024,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90024,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90024,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90024,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90024,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90024,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90025,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90025,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90025,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90025,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90025,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90025,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90026,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90026,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90026,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90026,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90026,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90026,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90027,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90027,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90027,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90027,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90027,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90027,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90028,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90028,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90028,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90028,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90028,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90028,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90029,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90029,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90029,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90029,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90029,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90029,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90030,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90030,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90030,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90030,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90030,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90030,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90031,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90031,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90031,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90031,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90031,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90031,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90032,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90032,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90032,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90032,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90032,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90032,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90033,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90033,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90033,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90033,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90033,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90033,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90034,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90034,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90034,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90034,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90034,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90034,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90035,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90035,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90035,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90035,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90035,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90035,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90036,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90036,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90036,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90036,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90036,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90036,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90037,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90037,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90037,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90037,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90037,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90037,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90038,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90038,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90038,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90038,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90038,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90038,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90039,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90039,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90039,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90039,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90039,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90039,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90040,2018,0.0,0.0,0,24.520079365079365,14.519366359447005,179.60000000000002
90040,2019,0.0,0.0,0,23.45713069636457,13.756946364567332,546.8
90040,2020,0.0,0.0,0,23.983350018539117,13.555833642318627,210.2
90040,2021,0.0,0.0,0,23.144181387608807,13.208616231438812,232.0
90040,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90040,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90041,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90041,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90041,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90041,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90041,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90041,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90042,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90042,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90042,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90042,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90042,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90042,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90043,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90043,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90043,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90043,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90043,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90043,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90044,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90044,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90044,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90044,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90044,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90044,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90045,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90045,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90045,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90045,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90045,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90045,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90046,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90046,2019,1.0,1.006725,1,23.60115835777126,11.986673648931713,536.5
90046,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90046,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90046,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90046,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90047,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90047,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90047,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90047,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90047,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90047,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90048,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
90048,2019,0.0,0.0,0,23.813006272401434,12.285006400409626,538.0
90048,2020,0.0,0.0,0,25.716350574712646,12.86877889012483,236.8
90048,2021,0.0,0.0,0,25.105439068100356,12.805476190476192,298.0
90048,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90048,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90049,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90049,2019,1.0,552.6332,1,21.083750174556627,13.816462086300795,475.7
90049,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90049,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90049,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90049,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90050,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90050,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90050,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90050,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90050,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90050,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90051,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90051,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90051,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90051,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90051,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90051,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90052,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90052,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90052,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90052,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90052,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90052,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90053,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90053,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90053,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90053,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90053,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90053,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90054,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90054,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90054,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90054,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90054,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90054,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90055,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90055,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90055,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90055,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90055,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90055,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90056,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90056,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90056,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90056,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90056,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90056,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90057,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90057,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90057,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90057,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90057,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90057,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90058,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90058,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90058,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90058,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90058,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90058,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90059,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90059,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90059,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90059,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90059,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90059,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90060,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90060,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90060,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90060,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90060,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90060,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90061,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90061,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90061,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90061,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90061,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90061,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90062,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90062,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90062,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90062,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90062,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90062,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90063,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90063,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90063,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90063,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90063,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90063,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90064,2018,0.0,0.0,0,22.31929211469534,14.603904249871993,198.1
90064,2019,0.0,0.0,0,21.559566692268305,13.958907450076806,475.7
90064,2020,0.0,0.0,0,22.29854406130268,14.032893029291806,229.6
90064,2021,0.0,0.0,0,20.878252688172044,13.234925115207373,307.3
90064,2022,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90064,2023,0.0,0.0,0,23.938874807987713,10.71505568356375,236.8
90065,2018,0.0,0.0,0,25.158717357910906,13.129991679467485,260.3
